scenario,policy,scenario_seed,requests,delivered,on_time,rejected,priority_requests,priority_on_time,unfinished,travel_ticks,distance,energy_used,energy_charged,delay,reward,on_time_rate,completion_rate,priority_service,distance_per_delivery,mean_delay,latency_median_ms
standard,deadline,1000005,25,21,11,0,7,4,4,84,71,71,54,61,165.0900000000001,0.44,0.84,0.5714285714285714,3.380952380952381,2.9047619047619047,0.006880500023953573
standard,deadline,1000006,28,21,6,5,8,3,2,87,77,77,45,135,74.59999999999998,0.21428571428571427,0.75,0.375,3.6666666666666665,6.428571428571429,0.006729999995513936
standard,deadline,1000007,29,23,8,5,7,4,1,88,74,74,45,114,133.35000000000008,0.27586206896551724,0.7931034482758621,0.5714285714285714,3.217391304347826,4.956521739130435,0.006624999997484338
standard,deadline,1000008,36,23,12,11,9,7,2,85,69,69,48,125,78.48000000000003,0.3333333333333333,0.6388888888888888,0.7777777777777778,3.0,5.434782608695652,0.006730000023935645
standard,deadline,1000009,32,20,8,8,9,4,4,84,75,75,48,117,-4.8700000000000045,0.25,0.625,0.4444444444444444,3.75,5.85,0.00677000002724526
standard,deadline,1000010,18,17,13,0,8,7,1,86,73,73,45,12,203.75,0.7222222222222222,0.9444444444444444,0.875,4.294117647058823,0.7058823529411765,0.006455000004734757
standard,deadline,1000011,34,26,12,5,6,4,3,84,78,78,54,109,149.39000000000004,0.35294117647058826,0.7647058823529411,0.6666666666666666,3.0,4.1923076923076925,0.006634999976995459
standard,deadline,1000012,31,22,11,5,7,4,4,86,75,75,54,94,84.79000000000002,0.3548387096774194,0.7096774193548387,0.5714285714285714,3.409090909090909,4.2727272727272725,0.00680499996974504
standard,deadline,1000013,23,17,10,1,3,2,5,83,76,76,54,57,41.49000000000004,0.43478260869565216,0.7391304347826086,0.6666666666666666,4.470588235294118,3.3529411764705883,0.0067800000067563815
standard,deadline,1000014,23,18,13,0,5,4,5,81,75,75,54,11,119.74000000000011,0.5652173913043478,0.782608695652174,0.8,4.166666666666667,0.6111111111111112,0.0065399999868986924
standard,deadline,1000015,25,25,15,0,6,5,0,85,71,71,51,28,270.56,0.6,1.0,0.8333333333333334,2.84,1.12,0.0063690000331462215
standard,deadline,1000016,25,22,10,1,8,4,2,86,81,81,48,55,206.18,0.4,0.88,0.5,3.6818181818181817,2.5,0.006435000045712513
standard,deadline,1000017,25,23,16,1,8,6,1,84,70,70,48,58,227.38000000000005,0.64,0.92,0.75,3.0434782608695654,2.5217391304347827,0.006590000026562848
standard,deadline,1000018,36,19,7,13,9,2,4,85,71,71,51,100,-79.49000000000002,0.19444444444444445,0.5277777777777778,0.2222222222222222,3.736842105263158,5.2631578947368425,0.006530000007387571
standard,deadline,1000019,28,20,16,3,7,5,5,79,72,72,46,24,82.76000000000012,0.5714285714285714,0.7142857142857143,0.7142857142857143,3.6,1.2,0.006540000015320402
standard,deadline,1000020,22,16,9,1,9,4,5,83,73,73,48,85,39.27999999999999,0.4090909090909091,0.7272727272727273,0.4444444444444444,4.5625,5.3125,0.006680000012693199
standard,deadline,1000021,38,22,7,13,11,4,3,86,70,70,51,167,-91.13999999999999,0.18421052631578946,0.5789473684210527,0.36363636363636365,3.1818181818181817,7.590909090909091,0.006729999995513936
standard,deadline,1000022,43,21,9,17,7,1,5,89,74,74,39,103,-149.95999999999992,0.20930232558139536,0.4883720930232558,0.14285714285714285,3.5238095238095237,4.904761904761905,0.006490000004077956
standard,deadline,1000023,35,20,5,12,3,0,3,86,73,73,54,153,-69.25999999999998,0.14285714285714285,0.5714285714285714,0.0,3.65,7.65,0.0070410000034826226
standard,deadline,1000024,27,19,10,4,7,3,4,84,74,74,48,45,61.030000000000065,0.37037037037037035,0.7037037037037037,0.42857142857142855,3.8947368421052633,2.3684210526315788,0.00656500000673077
standard,deadline,1000025,27,22,8,4,7,2,1,84,73,73,51,112,127.55999999999997,0.2962962962962963,0.8148148148148148,0.2857142857142857,3.3181818181818183,5.090909090909091,0.0067654999895694345
standard,deadline,1000026,37,24,11,13,14,6,0,84,74,74,51,129,36.360000000000035,0.2972972972972973,0.6486486486486487,0.42857142857142855,3.0833333333333335,5.375,0.006619999993517922
standard,deadline,1000027,22,20,13,0,7,6,2,85,71,71,45,57,175.00000000000003,0.5909090909090909,0.9090909090909091,0.8571428571428571,3.55,2.85,0.006534999982932277
standard,deadline,1000028,25,23,12,0,9,6,2,84,75,75,54,90,206.74000000000004,0.48,0.92,0.6666666666666666,3.260869565217391,3.9130434782608696,0.006745000007413182
standard,deadline,1000029,32,18,7,10,9,3,4,86,71,71,48,166,-97.02000000000001,0.21875,0.5625,0.3333333333333333,3.9444444444444446,9.222222222222221,0.007051000011415454
standard,deadline,1000030,32,19,11,8,9,4,5,81,73,73,51,86,-6.889999999999972,0.34375,0.59375,0.4444444444444444,3.8421052631578947,4.526315789473684,0.006605000010040385
standard,deadline,1000031,30,20,12,5,12,6,5,85,72,72,48,47,42.92999999999999,0.4,0.6666666666666666,0.5,3.6,2.35,0.006465000012667588
standard,deadline,1000032,18,18,11,0,3,2,0,86,68,68,51,49,161.86,0.6111111111111112,1.0,0.6666666666666666,3.7777777777777777,2.7222222222222223,0.00664499998492829
standard,deadline,1000033,24,22,15,0,10,6,2,87,69,69,45,45,198.2,0.625,0.9166666666666666,0.6,3.1363636363636362,2.0454545454545454,0.006649999988894706
standard,deadline,1000034,23,22,10,0,3,1,1,84,74,74,57,65,184.9699999999999,0.43478260869565216,0.9565217391304348,0.3333333333333333,3.3636363636363638,2.9545454545454546,0.006525000003421155
standard,deadline,1000035,35,24,14,10,10,8,1,85,79,79,48,124,89.67999999999998,0.4,0.6857142857142857,0.8,3.2916666666666665,5.166666666666667,0.006876000014699457
standard,deadline,1000036,35,22,9,10,5,2,3,85,73,73,48,125,8.929999999999986,0.2571428571428571,0.6285714285714286,0.4,3.3181818181818183,5.681818181818182,0.006554999998797939
standard,deadline,1000037,30,21,6,8,7,2,1,83,77,77,51,162,32.109999999999985,0.2,0.7,0.2857142857142857,3.6666666666666665,7.714285714285714,0.006820000010065996
standard,deadline,1000038,28,23,9,3,5,4,2,83,75,75,48,97,130.93000000000004,0.32142857142857145,0.8214285714285714,0.8,3.260869565217391,4.217391304347826,0.00656500000673077
standard,deadline,1000039,33,22,10,9,3,2,2,86,72,72,39,130,17.89000000000001,0.30303030303030304,0.6666666666666666,0.6666666666666666,3.272727272727273,5.909090909090909,0.006649999988894706
standard,deadline,1000040,37,23,11,11,6,5,3,85,72,72,48,136,7.829999999999963,0.2972972972972973,0.6216216216216216,0.8333333333333334,3.130434782608696,5.913043478260869,0.0067099999796482734
standard,deadline,1000041,43,18,5,19,12,3,6,87,72,72,48,105,-218.81999999999994,0.11627906976744186,0.4186046511627907,0.25,4.0,5.833333333333333,0.006740000003446767
standard,deadline,1000042,21,18,10,0,3,3,3,84,72,72,48,39,122.38000000000011,0.47619047619047616,0.8571428571428571,1.0,4.0,2.1666666666666665,0.006354999982249865
standard,deadline,1000043,23,23,16,0,4,4,0,86,72,72,39,27,233.19,0.6956521739130435,1.0,1.0,3.130434782608696,1.173913043478261,0.0064595000139888725
standard,deadline,1000044,25,22,11,1,5,2,2,86,68,68,42,34,139.42,0.44,0.88,0.4,3.090909090909091,1.5454545454545454,0.006454499953179038
standard,deadline,1000045,28,20,8,6,3,2,2,87,75,75,51,91,68.41,0.2857142857142857,0.7142857142857143,0.6666666666666666,3.75,4.55,0.006434000027866205
standard,deadline,1000046,29,20,8,5,8,5,4,85,77,77,48,167,63.030000000000015,0.27586206896551724,0.6896551724137931,0.625,3.85,8.35,0.007131000018034683
standard,deadline,1000047,25,21,10,2,10,6,2,85,73,73,42,96,189.31999999999996,0.4,0.84,0.6,3.4761904761904763,4.571428571428571,0.006670000004760368
standard,deadline,1000048,38,24,11,10,11,7,4,84,76,76,54,110,54.29,0.2894736842105263,0.631578947368421,0.6363636363636364,3.1666666666666665,4.583333333333333,0.006810000002133165
standard,deadline,1000049,35,22,8,10,11,5,3,84,73,73,48,130,43.379999999999995,0.22857142857142856,0.6285714285714286,0.45454545454545453,3.3181818181818183,5.909090909090909,0.006784999982301088
standard,deadline,1000050,34,21,10,8,10,6,5,86,75,75,51,112,-6.989999999999981,0.29411764705882354,0.6176470588235294,0.6,3.5714285714285716,5.333333333333333,0.00672549998625982
standard,deadline,1000051,32,20,9,6,9,2,6,84,71,71,48,76,-2.7700000000000244,0.28125,0.625,0.2222222222222222,3.55,3.8,0.006559500008052055
standard,deadline,1000052,33,23,11,9,9,5,1,80,72,72,48,101,67.13000000000004,0.3333333333333333,0.696969696969697,0.5555555555555556,3.130434782608696,4.391304347826087,0.006645000041771709
standard,deadline,1000053,27,22,20,2,7,7,3,85,79,79,51,8,192.66000000000005,0.7407407407407407,0.8148148148148148,1.0,3.590909090909091,0.36363636363636365,0.006420000005391557
standard,deadline,1000054,25,22,13,1,8,5,2,85,73,73,48,67,180.2800000000001,0.52,0.88,0.625,3.3181818181818183,3.0454545454545454,0.006710000036491692
standard,deadline,1000055,32,22,6,7,1,0,3,87,78,78,45,142,25.05000000000001,0.1875,0.6875,0.0,3.5454545454545454,6.454545454545454,0.006799999994200334
standard,deadline,1000056,26,20,7,2,6,1,4,87,71,71,45,106,65.69999999999999,0.2692307692307692,0.7692307692307693,0.16666666666666666,3.55,5.3,0.006749999982957888
standard,deadline,1000057,36,17,7,14,9,3,5,80,71,71,54,123,-171.71000000000004,0.19444444444444445,0.4722222222222222,0.3333333333333333,4.176470588235294,7.235294117647059,0.0066750000087267836
standard,deadline,1000058,37,21,10,11,10,6,5,87,78,78,45,146,-46.24999999999997,0.2702702702702703,0.5675675675675675,0.6,3.7142857142857144,6.9523809523809526,0.006915499994875063
standard,deadline,1000059,38,21,8,12,9,3,5,85,77,77,51,118,-83.59000000000002,0.21052631578947367,0.5526315789473685,0.3333333333333333,3.6666666666666665,5.619047619047619,0.006859999984953902
standard,deadline,1000060,28,24,16,0,2,1,4,82,77,77,45,31,171.59999999999997,0.5714285714285714,0.8571428571428571,0.5,3.2083333333333335,1.2916666666666667,0.006469999988212294
standard,deadline,1000061,30,21,11,5,8,4,4,84,69,69,54,72,81.89000000000004,0.36666666666666664,0.7,0.5,3.2857142857142856,3.4285714285714284,0.00689600000214341
standard,deadline,1000062,28,22,16,2,6,3,4,89,72,72,45,49,94.90000000000006,0.5714285714285714,0.7857142857142857,0.5,3.272727272727273,2.227272727272727,0.006660499991539837
standard,deadline,1000063,28,21,14,3,5,3,4,85,71,71,54,51,86.44000000000011,0.5,0.75,0.6,3.380952380952381,2.4285714285714284,0.006705000004103567
standard,deadline,1000064,26,20,12,3,6,3,3,83,79,79,60,51,87.64999999999995,0.46153846153846156,0.7692307692307693,0.5,3.95,2.55,0.006870500016020742
standard,deadline,1000065,26,21,10,3,4,2,2,85,77,77,45,96,116.84999999999997,0.38461538461538464,0.8076923076923077,0.5,3.6666666666666665,4.571428571428571,0.006720000016002814
standard,deadline,1000066,28,18,14,4,6,4,6,87,74,74,48,35,11.93000000000005,0.5,0.6428571428571429,0.6666666666666666,4.111111111111111,1.9444444444444444,0.006464500017955288
standard,deadline,1000067,29,16,5,8,5,0,5,87,71,71,45,162,-116.95,0.1724137931034483,0.5517241379310345,0.0,4.4375,10.125,0.007030500029259201
standard,deadline,1000068,24,19,11,1,4,4,4,89,66,66,45,72,104.4,0.4583333333333333,0.7916666666666666,1.0,3.473684210526316,3.789473684210526,0.006859999984953902
standard,deadline,1000069,29,24,14,2,7,5,3,86,74,74,51,59,166.91000000000008,0.4827586206896552,0.8275862068965517,0.7142857142857143,3.0833333333333335,2.4583333333333335,0.0067800000067563815
standard,deadline,1000070,34,21,9,12,9,4,1,85,68,68,45,112,-36.700000000000024,0.2647058823529412,0.6176470588235294,0.4444444444444444,3.238095238095238,5.333333333333333,0.006960500002151093
standard,deadline,1000071,36,22,9,11,6,2,3,85,71,71,48,87,21.98000000000004,0.25,0.6111111111111112,0.3333333333333333,3.227272727272727,3.9545454545454546,0.007116000006135437
standard,deadline,1000072,23,23,15,0,6,2,0,84,74,74,51,48,236.16000000000008,0.6521739130434783,1.0,0.3333333333333333,3.217391304347826,2.0869565217391304,0.006499499988876778
standard,deadline,1000073,26,24,13,2,8,4,0,85,80,80,48,100,205.98000000000002,0.5,0.9230769230769231,0.5,3.3333333333333335,4.166666666666667,0.006714999983614689
standard,deadline,1000074,35,21,11,10,10,5,4,84,70,70,51,115,27.66000000000001,0.3142857142857143,0.6,0.5,3.3333333333333335,5.476190476190476,0.006659999996827537
standard,deadline,1000075,26,21,8,1,2,1,4,85,77,77,48,114,88.32999999999996,0.3076923076923077,0.8076923076923077,0.5,3.6666666666666665,5.428571428571429,0.007035000010091608
standard,deadline,1000076,29,21,10,5,10,6,3,84,70,70,54,141,76.13999999999996,0.3448275862068966,0.7241379310344828,0.6,3.3333333333333335,6.714285714285714,0.006619999993517922
standard,deadline,1000077,35,19,8,11,11,4,5,85,78,78,48,123,-119.32000000000001,0.22857142857142856,0.5428571428571428,0.36363636363636365,4.105263157894737,6.473684210526316,0.006874999996853148
standard,deadline,1000078,29,20,11,5,9,6,4,80,68,68,48,99,100.08000000000001,0.3793103448275862,0.6896551724137931,0.6666666666666666,3.4,4.95,0.006609999985585091
standard,deadline,1000079,33,18,7,9,8,4,6,84,80,80,54,138,-63.459999999999994,0.21212121212121213,0.5454545454545454,0.5,4.444444444444445,7.666666666666667,0.006695499990883036
standard,deadline,1000080,39,20,6,14,12,2,5,83,75,75,51,148,-169.08999999999997,0.15384615384615385,0.5128205128205128,0.16666666666666666,3.75,7.4,0.0071004999995238904
standard,deadline,1000081,28,20,11,3,6,3,5,85,69,69,36,91,47.91,0.39285714285714285,0.7142857142857143,0.5,3.45,4.55,0.006490000004077956
standard,deadline,1000082,31,24,15,4,4,2,3,87,74,74,42,75,107.37000000000018,0.4838709677419355,0.7741935483870968,0.5,3.0833333333333335,3.125,0.006745000007413182
standard,deadline,1000083,25,22,11,2,7,5,1,83,74,74,48,67,198.83,0.44,0.88,0.7142857142857143,3.3636363636363638,3.0454545454545454,0.00639449999084718
standard,deadline,1000084,21,21,19,0,4,3,0,83,73,73,52,9,218.82000000000002,0.9047619047619048,1.0,0.75,3.4761904761904763,0.42857142857142855,0.006244499957119842
standard,deadline,1000085,30,21,7,7,3,1,2,84,75,75,48,142,45.38000000000001,0.23333333333333334,0.7,0.3333333333333333,3.5714285714285716,6.761904761904762,0.006529999978965861
standard,deadline,1000086,26,19,11,3,6,3,4,86,77,77,48,69,47.37999999999997,0.4230769230769231,0.7307692307692307,0.5,4.052631578947368,3.6315789473684212,0.006670000004760368
standard,deadline,1000087,25,19,7,2,7,3,4,88,75,75,45,78,96.15000000000009,0.28,0.76,0.42857142857142855,3.9473684210526314,4.105263157894737,0.006860499979666201
standard,deadline,1000088,22,17,4,0,6,2,5,87,75,75,48,112,58.37999999999998,0.18181818181818182,0.7727272727272727,0.3333333333333333,4.411764705882353,6.588235294117647,0.006840500020643958
standard,deadline,1000089,23,18,12,0,5,2,5,86,75,75,51,41,105.41000000000001,0.5217391304347826,0.782608695652174,0.4,4.166666666666667,2.2777777777777777,0.006500000012010787
standard,deadline,1000090,31,18,7,10,13,6,3,85,74,74,54,170,-62.06000000000004,0.22580645161290322,0.5806451612903226,0.46153846153846156,4.111111111111111,9.444444444444445,0.006600000034495679
standard,deadline,1000091,30,22,11,6,9,5,2,87,72,72,42,83,125.71999999999997,0.36666666666666664,0.7333333333333333,0.5555555555555556,3.272727272727273,3.772727272727273,0.0063539999928252655
standard,deadline,1000092,26,23,13,2,6,3,1,87,74,74,45,77,192.14999999999998,0.5,0.8846153846153846,0.5,3.217391304347826,3.347826086956522,0.006780000035178091
standard,deadline,1000093,33,20,9,8,7,2,5,84,83,83,57,126,-45.980000000000004,0.2727272727272727,0.6060606060606061,0.2857142857142857,4.15,6.3,0.0067749999743682565
standard,deadline,1000094,31,21,12,6,14,10,4,83,76,76,54,69,115.54000000000008,0.3870967741935484,0.6774193548387096,0.7142857142857143,3.619047619047619,3.2857142857142856,0.00669000002062603
standard,deadline,1000095,20,19,17,0,5,5,1,81,71,71,45,7,198.75000000000006,0.85,0.95,1.0,3.736842105263158,0.3684210526315789,0.006188999975620391
standard,deadline,1000096,35,18,7,13,9,2,4,86,77,77,51,165,-121.99000000000001,0.2,0.5142857142857142,0.2222222222222222,4.277777777777778,9.166666666666666,0.006640000037805294
standard,deadline,1000097,34,20,10,11,15,5,3,85,71,71,48,128,-21.920000000000023,0.29411764705882354,0.5882352941176471,0.3333333333333333,3.55,6.4,0.006660000025249246
standard,deadline,1000098,25,24,13,0,6,4,1,85,71,71,48,88,221.0300000000001,0.52,0.96,0.6666666666666666,2.9583333333333335,3.6666666666666665,0.006609999985585091
standard,deadline,1000099,29,21,14,4,7,4,4,87,78,78,45,60,97.70000000000005,0.4827586206896552,0.7241379310344828,0.5714285714285714,3.7142857142857144,2.857142857142857,0.006573999996817292
standard,deadline,1000100,28,21,13,3,7,2,4,85,69,69,42,59,71.67000000000002,0.4642857142857143,0.75,0.2857142857142857,3.2857142857142856,2.8095238095238093,0.006780499973046972
standard,deadline,1000101,29,21,9,5,10,4,3,88,70,70,45,97,76.05000000000005,0.3103448275862069,0.7241379310344828,0.4,3.3333333333333335,4.619047619047619,0.006955499998184678
standard,deadline,1000102,30,22,12,4,8,4,4,85,77,77,51,83,106.1600000000001,0.4,0.7333333333333333,0.5,3.5,3.772727272727273,0.0066200000219396316
standard,deadline,1000103,38,24,11,11,11,7,3,86,72,72,51,139,64.60999999999999,0.2894736842105263,0.631578947368421,0.6363636363636364,3.0,5.791666666666667,0.00702050002132637
standard,deadline,1000104,23,23,17,0,6,5,0,82,72,72,57,16,257.1699999999999,0.7391304347826086,1.0,0.8333333333333334,3.130434782608696,0.6956521739130435,0.006584499999462423
standard,deadline,1000105,32,20,8,9,13,4,3,87,73,73,48,119,30.729999999999997,0.25,0.625,0.3076923076923077,3.65,5.95,0.006770499965114141
standard,deadline,1000106,32,21,8,9,8,4,2,88,71,71,45,169,23.10000000000001,0.25,0.65625,0.5,3.380952380952381,8.047619047619047,0.006725999980972119
standard,deadline,1000107,34,17,7,12,6,1,5,86,71,71,48,101,-127.57000000000002,0.20588235294117646,0.5,0.16666666666666666,4.176470588235294,5.9411764705882355,0.006659999996827537
standard,deadline,1000108,30,19,8,6,5,1,5,85,71,71,51,106,-26.540000000000035,0.26666666666666666,0.6333333333333333,0.2,3.736842105263158,5.578947368421052,0.006585000022596432
standard,deadline,1000109,32,21,12,9,8,5,2,82,76,76,54,105,56.74,0.375,0.65625,0.625,3.619047619047619,5.0,0.006740499998159066
standard,deadline,1000110,19,17,14,0,5,4,2,83,71,71,54,10,159.14000000000007,0.7368421052631579,0.8947368421052632,0.8,4.176470588235294,0.5882352941176471,0.006384500011336058
standard,deadline,1000111,41,20,9,18,11,5,3,85,75,75,45,137,-167.45,0.21951219512195122,0.4878048780487805,0.45454545454545453,3.75,6.85,0.00685050000015508
standard,deadline,1000112,35,20,7,13,8,1,2,82,79,79,54,139,-74.26,0.2,0.5714285714285714,0.125,3.95,6.95,0.006764999994857135
standard,deadline,1000113,33,24,12,6,6,4,3,84,80,80,48,80,124.62999999999997,0.36363636363636365,0.7272727272727273,0.6666666666666666,3.3333333333333335,3.3333333333333335,0.006830500012711127
